ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),TimeSinceStartinms,YYYY-MO-DD HH-MI-SS_SSS,Activity
-15.623,-19.532,-5.6388,-16.187,-10.866,-1.0819,-5.0344,-3.3372,1.3799,3031696,2021-05-02 14:22:27:898,Jogging
1.4029,-19.532,-13.634,1.4381,-11.338,-8.2453,-5.4559,-4.1127,1.9813,3031697,2021-05-02 14:22:27:899,Jogging
16.699,-19.532,-6.4833,17.334,-11.963,-0.27929,-4.6658,-0.05681,0.2474,3031698,2021-05-02 14:22:27:900,Jogging
15.704,-19.504,2.4517,16.358,-12.222,8.9872,-4.3261,-3.2956,0.24893,3031699,2021-05-02 14:22:27:901,Jogging
6.674,-7.5729,5.8295,4.2603,1.8456,7.1084,-3.2999,-5.642,0.44288,3031700,2021-05-02 14:22:27:902,Jogging
0.99429,2.2746,6.0747,-1.5606,11.71,6.8556,-2.1829,-4.8549,0.46609,3031701,2021-05-02 14:22:27:903,Jogging
-5.2166,6.3879,5.3119,-6.8686,16.052,5.0997,-0.29047,-2.0244,-0.39004,3031702,2021-05-02 14:22:27:904,Jogging
-2.4517,6.17,6.674,-3.8775,15.788,5.3982,1.6671,-0.56719,-1.4175,3031703,2021-05-02 14:22:27:905,Jogging
0.76274,5.3664,8.7306,-0.89055,14.582,5.5681,1.8702,-0.41356,-1.6078,3031704,2021-05-02 14:22:27:906,Jogging
1.8932,5.3119,8.9622,-0.43502,12.138,2.3169,2.332,0.77397,-1.9862,3031705,2021-05-02 14:22:27:907,Jogging
1.8932,3.623,5.1213,-0.77785,9.2738,-2.4355,3.1741,3.6078,-2.3665,3031706,2021-05-02 14:22:27:908,Jogging
-1.5119,1.1169,-0.49033,-3.9387,6.1826,-8.5289,2.4499,4.5454,-1.4441,3031707,2021-05-02 14:22:27:909,Jogging
-4.304,-11.972,-11.482,-4.3385,-2.5219,-14.101,1.1405,4.0128,-0.18967,3031708,2021-05-02 14:22:27:910,Jogging
-5.1485,-18.537,-17.012,-4.9909,-9.12,-19.743,-0.68753,1.5198,0.96975,3031709,2021-05-02 14:22:27:911,Jogging
-1.8932,-19.177,-16.385,-1.6094,-9.7441,-19.05,-2.1835,-1.2373,1.0641,3031710,2021-05-02 14:22:27:912,Jogging
6.6331,-2.5334,-3.3506,6.277,5.5566,2.1807,-1.9609,-4.8564,0.20159,3031711,2021-05-02 14:22:27:913,Jogging
13.416,-7.7364,13.852,2.0156,1.803,14.295,-1.9456,3.372,1.266,3031712,2021-05-02 14:22:27:914,Jogging
-3.7184,-6.0611,2.6151,-5.8336,3.5147,2.6116,-1.328,1.0495,-0.15791,3031713,2021-05-02 14:22:27:915,Jogging
-4.0725,-8.9213,7.3686,-5.29,0.74456,6.2466,2.6157,3.8701,-0.44807,3031714,2021-05-02 14:22:27:916,Jogging
-4.7944,-16.699,10.093,-4.4748,-7.3339,7.1992,4.5995,6.8255,0.9612,3031715,2021-05-02 14:22:27:917,Jogging
-5.0531,-19.355,10.801,-4.1163,-10.31,7.1282,5.7095,5.1575,1.9154,3031716,2021-05-02 14:22:27:918,Jogging
-0.12258,-19.491,12.572,1.1692,-10.678,8.4686,6.2293,3.937,2.5134,3031717,2021-05-02 14:22:27:919,Jogging
18.891,-19.532,-6.0611,21.135,-11.693,-11.511,5.2192,-1.7627,-1.5626,3031718,2021-05-02 14:22:27:920,Jogging
7.927,-17.025,-12.803,9.4286,-9.6791,-19.124,5.7434,-3.3256,-4.5314,3031719,2021-05-02 14:22:27:921,Jogging
1.9613,-18.905,-13.021,2.9454,-11.862,-19.774,4.098,-1.1976,-1.6493,3031720,2021-05-02 14:22:27:922,Jogging
-6.7693,-11.346,-11.06,-8.0762,-1.7105,-9.7854,2.6359,-0.33872,-1.6448,3031721,2021-05-02 14:22:27:923,Jogging
-17.924,0.47671,-15.323,-19.52,10.126,-14.6,4.1798,2.8219,-1.1191,3031722,2021-05-02 14:22:27:924,Jogging
6.4969,2.3018,-4.0861,7.1631,11.211,-0.04139,1.2358,4.4153,1.1527,3031723,2021-05-02 14:22:27:925,Jogging
8.145,1.4846,1.2531,7.9533,10.436,5.2549,0.19181,4.1966,0.13317,3031724,2021-05-02 14:22:27:926,Jogging
5.5026,-0.027241,-0.16344,4.6595,8.8856,3.8392,-0.092546,0.38271,0.076664,3031725,2021-05-02 14:22:27:927,Jogging
2.4108,-1.7706,-4.9033,4.6595,8.8856,3.8392,-0.5229,-3.7272,0.0082467,3031726,2021-05-02 14:22:27:928,Jogging
2.4108,-1.7706,-4.9033,1.3084,6.9162,-0.4882,-0.55497,-2.9404,0.25168,3031727,2021-05-02 14:22:27:929,Jogging
2.438,0.42223,-4.0589,1.0339,8.8285,0.79234,-0.82986,-0.078496,-0.19059,3031728,2021-05-02 14:22:27:930,Jogging
3.8954,-0.8717,-3.6911,2.0004,7.2572,1.4568,-1.5314,0.1405,-0.036346,3031729,2021-05-02 14:22:27:931,Jogging
0.96704,-4.9578,0.61292,-1.5567,3.4728,4.9403,-2.1619,-0.71716,0.20433,3031730,2021-05-02 14:22:27:932,Jogging
-0.027241,-12.939,-0.7355,-1.8828,-3.8766,2.5193,-2.6264,-1.4609,0.50702,3031731,2021-05-02 14:22:27:933,Jogging
0.38137,-17.884,-0.23155,-1.1129,-8.537,2.3337,-3.6829,-1.4523,0.82589,3031732,2021-05-02 14:22:27:934,Jogging
-2.5742,-19.436,0.31327,-3.2795,-9.7837,1.8948,-5.1481,-2.0171,0.99357,3031733,2021-05-02 14:22:27:935,Jogging
-10.597,-19.532,-5.2166,-10.358,-9.9043,-3.365,-5.2098,-5.6893,1.2511,3031734,2021-05-02 14:22:27:936,Jogging
-4.1406,-19.532,-14.805,-3.0211,-10.364,-11.508,-6.2827,-4.7104,2.2049,3031735,2021-05-02 14:22:27:937,Jogging
5.9521,-19.532,2.0294,6.7146,-10.134,4.7259,-5.4917,3.5433,2.2303,3031736,2021-05-02 14:22:27:938,Jogging
16.794,-19.532,4.7263,17.665,-10.39,8.1684,-4.5005,-4.1765,-0.41997,3031737,2021-05-02 14:22:27:939,Jogging
7.0553,-7.0417,3.3915,4.6721,2.4305,4.2671,-4.1304,-5.2489,0.47861,3031738,2021-05-02 14:22:27:940,Jogging
2.6015,-2.6015,5.5435,0.079983,6.8643,6.0032,-2.6063,-5.2171,0.43616,3031739,2021-05-02 14:22:27:941,Jogging
-6.3607,4.9306,5.1621,-8.2022,14.551,4.6949,-0.81123,-3.1524,-0.22541,3031740,2021-05-02 14:22:27:942,Jogging
-1.6208,4.9987,6.6331,-3.3763,14.566,5.3843,0.89583,-1.2593,-0.74648,3031741,2021-05-02 14:22:27:943,Jogging
1.0215,6.7285,8.9622,-1.1914,15.48,5.1304,1.5543,-0.65485,-0.99999,3031742,2021-05-02 14:22:27:944,Jogging
1.866,8.2267,9.2891,-0.75728,15.822,3.6682,1.6038,0.44593,-1.2281,3031743,2021-05-02 14:22:27:945,Jogging
2.7377,6.7421,9.9565,-0.26495,12.683,2.755,2.3097,4.0708,-1.9655,3031744,2021-05-02 14:22:27:946,Jogging
-0.6674,-0.58567,-2.7922,-3.6317,4.5642,-10.594,2.7471,5.0668,-1.7938,3031745,2021-05-02 14:22:27:947,Jogging
-0.89894,-2.4789,-6.5105,-3.9236,3.9012,-13.316,2.0015,5.1566,-1.4774,3031746,2021-05-02 14:22:27:948,Jogging
-5.9793,-18.047,-17.216,-5.4363,-0.16842,-15.232,1.4169,3.6493,-0.73701,3031747,2021-05-02 14:22:27:949,Jogging
-2.3427,-16.576,-17.529,-4.1293,-7.4733,-20.711,-2.3265,-1.6506,1.1671,3031748,2021-05-02 14:22:27:950,Jogging
0.19068,-7.6546,-15.105,0.49978,0.6032,-9.8245,-3.2828,-1.956,1.2801,3031749,2021-05-02 14:22:27:951,Jogging
10.624,4.0725,14.914,9.0352,13.093,18.418,-0.21869,1.6054,0.67378,3031750,2021-05-02 14:22:27:952,Jogging
-2.8875,-14.438,-10.42,-4.5852,-5.1871,-7.6415,-2.2254,2.6273,0.09896,3031751,2021-05-02 14:22:27:953,Jogging
-3.7456,-17.393,14.056,-5.6157,-8.2147,16.959,1.7959,4.1059,-0.54489,3031752,2021-05-02 14:22:27:954,Jogging
-4.5628,-14.642,9.1665,-4.1193,-5.1184,6.8694,3.3753,3.996,0.16768,3031753,2021-05-02 14:22:27:955,Jogging
-5.1213,-15.595,9.6023,-4.2445,-6.2502,6.7616,5.4984,4.58,1.127,3031754,2021-05-02 14:22:27:956,Jogging
7.6955,-19.463,11.4,9.4583,-10.834,7.0874,7.6178,4.4514,2.6093,3031755,2021-05-02 14:22:27:957,Jogging
18.061,-19.532,-1.5391,20.525,-11.654,-6.834,5.1682,0.3204,-2.2923,3031756,2021-05-02 14:22:27:958,Jogging
17.747,-17.788,-9.4253,20.058,-10.13,-15.098,5.072,-3.5299,-4.7327,3031757,2021-05-02 14:22:27:959,Jogging
-0.57205,-16.889,-17.475,0.64865,-9.6301,-23.954,4.5739,-3.2495,-2.1838,3031758,2021-05-02 14:22:27:960,Jogging
-6.7421,-11.863,-14.438,-7.7984,-2.2827,-12.63,1.9065,1.1955,-0.23915,3031759,2021-05-02 14:22:27:961,Jogging
-16.331,-2.8739,-10.447,-16.196,6.6194,-7.9913,2.007,3.0791,-1.2391,3031760,2021-05-02 14:22:27:962,Jogging
-11.114,3.9499,-10.243,-9.942,13.07,-6.8331,0.57208,6.8356,0.60781,3031761,2021-05-02 14:22:27:963,Jogging
7.9815,3.1191,4.3721,7.7061,12.392,7.5503,-0.24771,5.7122,0.57544,3031762,2021-05-02 14:22:27:964,Jogging
5.6388,1.2258,0.84446,4.6215,10.47,3.957,-0.25992,-0.68753,0.36194,3031763,2021-05-02 14:22:27:965,Jogging
3.6094,-0.54481,-4.6854,1.4229,8.1472,-0.7056,-0.26389,-4.6404,0.18295,3031764,2021-05-02 14:22:27:966,Jogging
0.10896,-0.027241,-6.279,-1.9929,8.2634,-1.4813,0.34728,-4.5216,-0.093462,3031765,2021-05-02 14:22:27:967,Jogging
-0.1362,0.24517,-4.9987,-1.8625,7.6723,1.168,-0.91966,-0.50946,0.073915,3031766,2021-05-02 14:22:27:968,Jogging
0.50395,-2.547,-3.8409,-1.1714,4.7301,2.5157,-2.3405,-0.99571,0.51191,3031767,2021-05-02 14:22:27:969,Jogging
-0.20431,-3.8818,-2.5061,-1.6999,3.4982,3.7764,-2.8924,-1.0259,0.89919,3031768,2021-05-02 14:22:27:970,Jogging
1.0079,-16.154,-2.3972,-1.1259,0.40389,3.8156,-3.1066,-1.2529,1.5666,3031769,2021-05-02 14:22:27:971,Jogging
3.1599,-19.109,-1.6753,1.8474,-10.214,2.2378,-5.0613,-0.0094684,1.9914,3031770,2021-05-02 14:22:27:972,Jogging
1.3348,-19.423,-1.1577,0.15192,-10.231,2.0494,-6.2125,-1.6426,0.72846,3031771,2021-05-02 14:22:27:973,Jogging
-12.558,-19.532,-0.34051,-13.488,-10.765,3.9555,-4.8002,-3.3466,1.5583,3031772,2021-05-02 14:22:27:974,Jogging
3.6094,-19.532,-9.3436,4.3242,-10.309,-6.0872,-5.8374,-2.8869,2.2516,3031773,2021-05-02 14:22:27:975,Jogging
17.516,-19.532,-1.3757,18.74,-10.756,2.8259,-5.3185,-1.5641,0.014966,3031774,2021-05-02 14:22:27:976,Jogging
11.577,-15.078,4.8897,8.965,-5.7724,6.5501,-5.2434,-2.7578,-0.31857,3031775,2021-05-02 14:22:27:977,Jogging
7.4912,-8.9349,8.1586,4.5142,0.36151,9.0985,-3.9844,-6.0381,0.76541,3031776,2021-05-02 14:22:27:978,Jogging
7.4912,-8.9349,8.1586,4.5142,0.36151,9.0985,-2.0498,-4.207,0.46731,3031777,2021-05-02 14:22:27:979,Jogging
-6.0611,6.4152,6.7693,-8.087,16.008,6.5542,-0.97219,-2.7495,-0.12309,3031778,2021-05-02 14:22:27:980,Jogging
0.12258,4.9578,8.8941,-3.4066,14.551,6.8036,0.75686,-1.4368,-0.78435,3031779,2021-05-02 14:22:27:981,Jogging
0.53119,6.1836,9.4389,-1.7055,14.683,5.0884,1.7284,-0.10293,-1.0931,3031780,2021-05-02 14:22:27:982,Jogging
1.3484,6.0474,9.6023,-1.1367,11.611,1.9185,2.2571,1.8369,-1.456,3031781,2021-05-02 14:22:27:983,Jogging
0.31327,4.4675,6.1428,-2.0845,8.7705,-2.3369,2.8155,3.7919,-1.7795,3031782,2021-05-02 14:22:27:984,Jogging
-0.027241,1.3212,-0.14982,-2.0302,4.5968,-9.1736,2.8549,4.2327,-1.6964,3031783,2021-05-02 14:22:27:985,Jogging
-2.7104,-6.0474,-9.1256,-4.5975,-0.16065,-16.738,2.6918,4.5396,-0.76267,3031784,2021-05-02 14:22:27:986,Jogging
-6.3198,-18.565,-17.856,-6.413,-9.0049,-20.041,1.317,1.6005,0.22174,3031785,2021-05-02 14:22:27:987,Jogging
1.0624,-12.967,-17.094,1.746,-4.6476,-11.946,-1.9047,-1.1365,1.3573,3031786,2021-05-02 14:22:27:988,Jogging
8.9213,2.2882,6.3198,7.8865,10.117,12.135,-3.2571,-2.5421,0.77672,3031787,2021-05-02 14:22:27:989,Jogging
4.1814,-5.6933,9.0167,0.44067,3.2277,10.627,-2.1133,4.3973,0.70799,3031788,2021-05-02 14:22:27:990,Jogging
0.47671,-6.1564,2.6423,-2.2231,3.2692,2.839,-0.61758,-0.33659,-0.39523,3031789,2021-05-02 14:22:27:991,Jogging
1.2122,-7.9679,7.1371,-1.3098,1.4548,6.1259,1.562,2.036,-0.64538,3031790,2021-05-02 14:22:27:992,Jogging
-4.8352,-16.031,10.025,-5.5427,-6.7246,7.0149,4.0024,5.0228,0.47464,3031791,2021-05-02 14:22:27:993,Jogging
-7.927,-19.273,7.5729,-7.4959,-10.186,3.9108,5.1542,4.3845,1.5968,3031792,2021-05-02 14:22:27:994,Jogging
-1.6344,-19.518,12.395,-0.58725,-10.869,7.8933,5.8127,2.2978,2.4676,3031793,2021-05-02 14:22:27:995,Jogging
18.251,-19.532,-3.7184,19.832,-11.894,-9.6626,6.5048,-0.94776,0.48564,3031794,2021-05-02 14:22:27:996,Jogging
6.4152,-16.426,-12.79,4.2306,-6.9035,-13.637,5.6377,-3.8616,-4.4587,3031795,2021-05-02 14:22:27:997,Jogging
-1.471,-19.341,-12.163,-4.2979,-10.087,-13.758,4.357,-1.5809,-2.7458,3031796,2021-05-02 14:22:27:998,Jogging
-13.539,-9.3163,-11.346,-13.701,0.22343,-9.0792,2.9621,0.97219,-1.9178,3031797,2021-05-02 14:22:27:999,Jogging
-9.8066,-0.29965,-12.871,-8.0277,8.4768,-8.8738,3.2519,2.6756,-1.0354,3031798,2021-05-02 14:22:27:1000,Jogging
6.1019,2.7104,-0.39499,7.1137,11.269,4.2849,1.0754,6.7265,0.65027,3031799,2021-05-02 14:22:27:1001,Jogging
5.8704,2.6423,2.1929,6.2933,11.272,6.8315,0.77855,3.7455,0.26695,3031800,2021-05-02 14:22:27:1002,Jogging
6.3062,-0.64016,-2.2882,5.117,7.8679,2.4414,0.24068,-2.5876,0.19639,3031801,2021-05-02 14:22:27:1003,Jogging
2.833,-2.9284,-9.3299,0.90183,4.6754,-3.4458,0.16646,-4.6374,-0.028405,3031802,2021-05-02 14:22:27:1004,Jogging
-1.3757,0.46309,-8.2403,-2.8631,6.89,-0.98405,-0.59804,-1.7526,0.048869,3031803,2021-05-02 14:22:27:1005,Jogging
-0.89894,0.20431,-6.0202,-2.165,6.1984,1.6374,-1.5583,0.72785,-0.076664,3031804,2021-05-02 14:22:27:1006,Jogging
2.438,-0.24517,-0.58567,0.60808,5.5938,7.0778,-1.5757,0.31337,-0.16554,3031805,2021-05-02 14:22:27:1007,Jogging
1.4574,-2.1112,-0.027241,-1.025,3.9351,7.2837,-1.9282,-1.7959,-0.19731,3031806,2021-05-02 14:22:27:1008,Jogging
0.62654,-9.507,-0.70826,-1.5071,-1.9956,5.2244,-2.6945,-2.5748,0.32681,3031807,2021-05-02 14:22:27:1009,Jogging
0.83084,-18.973,-1.3484,-0.51873,-6.6676,3.9404,-3.4163,-2.5409,0.84513,3031808,2021-05-02 14:22:27:1010,Jogging
-3.9908,-19.463,-2.9556,-4.7075,-10.247,0.31876,-5.2186,-1.3799,1.686,3031809,2021-05-02 14:22:27:1011,Jogging
-13.239,-19.532,-5.4481,-12.658,-10.359,-2.029,-5.8484,-5.0158,1.438,3031810,2021-05-02 14:22:27:1012,Jogging
-6.3743,-19.532,-15.936,-5.0022,-10.801,-11.686,-6.097,-3.9273,2.8109,3031811,2021-05-02 14:22:27:1013,Jogging
12.149,-19.532,-2.5742,14.109,-11.453,2.6292,-5.0036,1.9459,1.6851,3031812,2021-05-02 14:22:27:1014,Jogging
15.296,-19.532,1.3893,17.235,-12.006,7.3703,-5.4394,-2.04,0.3427,3031813,2021-05-02 14:22:27:1015,Jogging
9.1256,-10.706,4.4539,6.686,-1.3336,5.9983,-4.4969,-5.1215,0.54459,3031814,2021-05-02 14:22:27:1016,Jogging
1.8796,-0.34051,6.1564,-0.70047,9.0542,6.7717,-3.277,-5.8551,0.44471,3031815,2021-05-02 14:22:27:1017,Jogging
-5.8704,6.279,5.775,-7.9511,15.862,5.8552,-1.7098,-4.0134,0.09163,3031816,2021-05-02 14:22:27:1018,Jogging
-2.0567,3.8954,6.6467,-3.3914,13.464,4.9624,0.2025,-1.671,-0.7196,3031817,2021-05-02 14:22:27:1019,Jogging
1.4574,5.1349,8.9758,-0.33402,13.501,4.1828,1.1496,-0.75656,-1.0372,3031818,2021-05-02 14:22:27:1020,Jogging
0.49033,5.6388,9.3299,-1.3909,10.839,1.2315,1.4465,-0.14997,-1.0892,3031819,2021-05-02 14:22:27:1021,Jogging
0.40861,5.0668,7.5321,-1.2411,7.0744,-1.9241,1.8442,1.7859,-1.6243,3031820,2021-05-02 14:22:27:1022,Jogging
-0.39499,1.2395,2.3972,-1.8847,2.8874,-7.1545,2.1732,2.9444,-1.7547,3031821,2021-05-02 14:22:27:1023,Jogging
-3.3778,-2.3699,-7.1779,-3.5297,0.83587,-16.445,1.9508,5.5842,-1.3583,3031822,2021-05-02 14:22:27:1024,Jogging
-5.7205,-15.132,-15.445,-3.7365,-7.5319,-21.317,0.90194,3.5189,-0.40836,3031823,2021-05-02 14:22:27:1025,Jogging
-8.3357,-17.843,-17.189,-6.0902,-10.309,-23.052,-0.84788,-0.26573,1.1338,3031824,2021-05-02 14:22:27:1026,Jogging
0.16344,-4.5083,-7.4776,2.6771,2.8909,-1.5528,-2.8931,-3.1646,1.6964,3031825,2021-05-02 14:22:27:1027,Jogging
16.372,-2.0158,11.673,13.776,7.076,14.274,-0.10354,1.1851,1.1839,3031826,2021-05-02 14:22:27:1028,Jogging
-3.2689,-10.828,-2.152,-4.7489,-1.2528,-0.63807,-1.2306,2.5473,-0.6521,3031827,2021-05-02 14:22:27:1029,Jogging
-1.6072,-14.86,11.087,-2.4965,-5.111,10.503,1.6484,2.5281,-1.4056,3031828,2021-05-02 14:22:27:1030,Jogging
-2.6832,-19.205,11.25,-3.7258,-9.5608,9.8087,3.78,4.9028,-0.54336,3031829,2021-05-02 14:22:27:1031,Jogging
-0.61292,-18.837,7.3141,-0.3949,-9.5602,4.1416,6.6575,3.4822,0.36927,3031830,2021-05-02 14:22:27:1032,Jogging
0.99429,-19.355,7.7636,1.0939,-10.105,4.5073,7.2259,4.0989,1.1301,3031831,2021-05-02 14:22:27:1033,Jogging
17.066,-19.532,2.942,17.95,-11.16,-2.0878,7.0934,3.2162,1.1035,3031832,2021-05-02 14:22:27:1034,Jogging
9.221,-15.8,-10.338,6.3199,-6.5065,-11.518,4.2043,-3.0843,-4.4584,3031833,2021-05-02 14:22:27:1035,Jogging
-3.0918,-18.183,-17.053,-6.2584,-8.9157,-17.56,4.0122,-1.8851,-2.387,3031834,2021-05-02 14:22:27:1036,Jogging
-6.0883,-16.481,-18.742,-9.5084,-7.3338,-19.641,2.5192,0.22174,-1.4746,3031835,2021-05-02 14:22:27:1037,Jogging
-18.592,-0.34051,-12.463,-22.299,8.6308,-13.855,2.2767,5.813,-2.7773,3031836,2021-05-02 14:22:27:1038,Jogging
5.4481,5.1621,6.9872,6.6109,13.942,11.198,1.127,8.8459,0.29749,3031837,2021-05-02 14:22:27:1039,Jogging
6.96,4.9714,2.7649,7.4307,13.992,10.616,0.55558,6.1954,0.62308,3031838,2021-05-02 14:22:27:1040,Jogging
5.0123,1.8932,-0.98067,3.913,10.834,2.8956,-0.23396,-2.2733,0.65271,3031839,2021-05-02 14:22:27:1041,Jogging
-1.1305,-2.2201,-6.5241,-2.1185,6.0398,-1.331,-0.58124,-6.0036,0.57238,3031840,2021-05-02 14:22:27:1042,Jogging
-1.8932,-0.39499,-9.0439,-2.0314,6.6711,-2.2453,0.42211,-4.5164,0.32895,3031841,2021-05-02 14:22:27:1043,Jogging
0.31327,-0.34051,-6.3607,0.26889,5.4613,1.5454,-1.346,0.58765,-0.015272,3031842,2021-05-02 14:22:27:1044,Jogging
1.9886,-0.98067,-0.5993,1.5919,4.8787,7.2544,-2.1542,0.77061,0.33689,3031843,2021-05-02 14:22:27:1045,Jogging
0.92618,-4.7944,-0.64016,0.07798,1.8246,6.5459,-2.6735,-0.50885,0.45754,3031844,2021-05-02 14:22:27:1046,Jogging
1.3076,-14.887,-1.6753,0.33367,-6.7733,3.7458,-3.3472,-1.4068,0.71502,3031845,2021-05-02 14:22:27:1047,Jogging
2.6287,-18.374,-1.0624,1.5187,-9.6206,3.2177,-4.6835,-0.79138,1.3922,3031846,2021-05-02 14:22:27:1048,Jogging
-4.2768,-19.463,-1.9205,-4.7676,-10.137,1.0708,-6.2992,-1.9975,1.3589,3031847,2021-05-02 14:22:27:1049,Jogging
-10.855,-19.532,-11.891,-10.634,-10.837,-7.3601,-5.3759,-5.3145,1.1533,3031848,2021-05-02 14:22:27:1050,Jogging
6.6876,-19.532,-7.3141,7.6245,-10.49,-3.6348,-6.7995,-3.4572,2.416,3031849,2021-05-02 14:22:27:1051,Jogging
14.097,-19.532,0.095342,15.229,-10.765,4.3434,-5.0008,2.5073,1.0996,3031850,2021-05-02 14:22:27:1052,Jogging
15.554,-14.247,7.0553,16.72,-6.1716,12.496,-5.1108,-3.5122,-0.59193,3031851,2021-05-02 14:22:27:1053,Jogging
5.1213,0.040861,8.145,1.8482,9.2765,8.5459,-3.9987,-6.3704,1.0336,3031852,2021-05-02 14:22:27:1054,Jogging
-4.6445,7.641,7.75,-7.7562,16.936,7.4547,-2.1744,-4.798,0.88331,3031853,2021-05-02 14:22:27:1055,Jogging
-4.4947,6.3879,6.9328,-6.6417,15.701,4.7338,0.061697,-2.2217,-0.32315,3031854,2021-05-02 14:22:27:1056,Jogging
0.5993,6.3335,8.4582,-1.7588,15.107,4.7657,1.1286,-1.6897,-0.67684,3031855,2021-05-02 14:22:27:1057,Jogging
2.8058,6.1292,9.6704,-0.32528,12.344,2.7607,1.5165,-0.78557,-1.0259,3031856,2021-05-02 14:22:27:1058,Jogging
1.8796,6.1292,9.0575,-1.5452,8.7645,0.25435,1.9816,1.8708,-1.7535,3031857,2021-05-02 14:22:27:1059,Jogging
0.095342,3.8001,5.5435,-3.0654,5.4995,-3.583,2.6221,4.284,-2.1496,3031858,2021-05-02 14:22:27:1060,Jogging
-1.58,0.84446,-2.7377,-4.3603,1.9867,-12.072,2.4206,5.3619,-1.9371,3031859,2021-05-02 14:22:27:1061,Jogging
-5.38,-7.5865,-10.978,-6.1888,-1.5853,-18.692,2.058,5.5861,-1.3518,3031860,2021-05-02 14:22:27:1062,Jogging
-6.6876,-18.755,-18.442,-7.1446,-13.019,-26.383,1.562,-1.0858,1.1109,3031861,2021-05-02 14:22:27:1063,Jogging
-0.69464,-17.638,-15.868,-1.1716,-11.914,-23.816,-2.5833,-1.6609,1.409,3031862,2021-05-02 14:22:27:1064,Jogging
6.5105,1.8932,5.8295,6.5963,9.8915,11.503,-2.8873,-2.8048,1.117,3031863,2021-05-02 14:22:27:1065,Jogging
4.2495,-7.927,10.76,1.1548,1.3746,11.029,-2.379,5.3347,1.2782,3031864,2021-05-02 14:22:27:1066,Jogging
-2.9965,-11.931,-1.6617,-4.9896,-2.3427,-1.1582,-0.14905,-0.96456,-0.87079,3031865,2021-05-02 14:22:27:1067,Jogging
2.152,-12.503,12.967,0.043804,-3.2365,10.548,1.9774,4.3011,-1.4633,3031866,2021-05-02 14:22:27:1068,Jogging
-5.2847,-16.317,8.54,-5.7725,-7.1568,5.073,4.4248,6.0103,0.18173,3031867,2021-05-02 14:22:27:1069,Jogging
-6.5378,-18.238,7.9679,-6.3012,-9.103,4.4081,6.1413,4.8726,1.1872,3031868,2021-05-02 14:22:27:1070,Jogging
2.7786,-19.45,13.321,3.6353,-10.822,8.7393,6.6905,4.196,2.4719,3031869,2021-05-02 14:22:27:1071,Jogging
18.292,-19.532,-4.699,20.004,-11.949,-10.678,5.7742,0.24801,0.94348,3031870,2021-05-02 14:22:27:1072,Jogging
2.6696,-17.448,-17.284,3.4311,-10.427,-24.089,5.5018,-4.5635,-4.0937,3031871,2021-05-02 14:22:27:1073,Jogging
-0.34051,-19.273,-18.469,-0.41079,-12.825,-25.858,3.7571,-3.2125,-1.3992,3031872,2021-05-02 14:22:27:1074,Jogging
-12.544,-7.9951,-11.441,-13.364,1.3893,-8.7152,2.2532,2.8656,-1.5012,3031873,2021-05-02 14:22:27:1075,Jogging
-10.025,3.8682,-9.0031,-8.6737,12.646,-4.8452,2.6988,6.6514,-0.98563,3031874,2021-05-02 14:22:27:1076,Jogging
4.6309,4.7399,2.6696,5.6112,13.574,6.8127,0.24282,6.0387,0.74709,3031875,2021-05-02 14:22:27:1077,Jogging
7.0281,2.261,0.95342,6.3173,11.21,4.9013,0.20372,0.10446,0.67837,3031876,2021-05-02 14:22:27:1078,Jogging
2.4653,-2.5606,-6.9328,0.69546,5.7563,-2.0475,-0.08827,-4.5424,0.47678,3031877,2021-05-02 14:22:27:1079,Jogging
-2.0975,0.054481,-8.6217,-3.2015,7.3269,-2.136,0.18143,-4.2675,0.35827,3031878,2021-05-02 14:22:27:1080,Jogging
-2.5879,0.98067,-8.2948,-3.2069,7.5391,-1.0302,-0.50488,-0.28833,0.1686,3031879,2021-05-02 14:22:27:1081,Jogging
-0.095342,0.19068,-1.2395,-0.35038,6.0337,6.6323,-2.0748,0.76908,0.6014,3031880,2021-05-02 14:22:27:1082,Jogging
3.4596,-3.0237,-0.61292,2.0377,3.1966,6.834,-2.4389,0.29993,0.64752,3031881,2021-05-02 14:22:27:1083,Jogging
-0.34051,-5.0531,-0.25879,-1.7712,2.1241,6.2689,-2.8515,-1.1454,0.55986,3031882,2021-05-02 14:22:27:1084,Jogging
-1.5391,-7.9679,-1.5527,-2.461,-0.20526,4.3686,-2.9825,-2.5464,0.99571,3031883,2021-05-02 14:22:27:1085,Jogging
1.4574,-18.319,-3.1872,0.78177,-9.5546,1.1594,-3.853,-4.5351,1.3647,3031884,2021-05-02 14:22:27:1086,Jogging
-0.88532,-19.463,-5.6797,-1.4271,-10.354,-2.0892,-6.0952,-3.635,2.6206,3031885,2021-05-02 14:22:27:1087,Jogging
-12.463,-19.532,-11.7,-12.3,-10.884,-7.0787,-5.7455,-1.6185,2.4315,3031886,2021-05-02 14:22:27:1088,Jogging
